Genome	Category	Function	GeneRule	Present	EvidenceType	AnalysisSet	Species	Phylum
TRUNC_070	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Sulfur cycling	Thiosulfate disproportionation	phsA	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Sulfur cycling	Thiosulfate disproportionation	phsA	true	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Sulfur cycling	Thiosulfate disproportionation	phsA	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Sulfur cycling	Thiosulfate oxidation	soxBCY	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Sulfur cycling	Thiosulfate oxidation	soxBCY	true	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Sulfur cycling	Thiosulfate oxidation	soxBCY	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
